machine,cash_count,cash_amount,credit_count,credit_amount,total_count,total_revenue,date
CGG_RS15-AU,655,1257.15,90,348.75,745,1605.90,20140801
CGG_RS16-AU,1363,2214.50,72,213.65,1435,2428.15,20140801
CGG_RS20-AU,1356,2114.10,81,239.25,1437,2353.35,20140801
CGG_RS21-AU,1457,2440.15,100,312.95,1557,2753.10,20140801
CGG_RS22-AU,2067,3112.95,123,365.90,2190,3478.85,20140801
CGG_RS23-AU,1538,2559.70,103,300.35,1641,2860.05,20140801
CGG_RS30-AU,1329,2237.85,81,234.85,1410,2472.70,20140801
CGG_RS31-AU,1492,2801.80,79,256.80,1571,3058.60,20140801
CGG_RS32-AU,1074,2109.80,79,251.80,1153,2361.60,20140801
CGG_RS33-AU,972,1911.75,108,360.40,1080,2272.15,20140801
CGG_RS41-AU,1260,2548.75,117,412.40,1377,2961.15,20140801
CGG_RS42-AU,1348,3150.95,117,427.40,1465,3578.35,20140801
CGG_RS43-AU,729,1486.80,71,239.30,800,1726.10,20140801
CGG_RS44-AU,540,1181.60,59,219.35,599,1400.95,20140801
CGG_RS45-AU,1375,2896.10,135,441.10,1510,3337.20,20140801
CGG_RS46-AU,781,1916.20,88,344.35,869,2260.55,20140801
CGG_RS50-AU,487,1037.50,32,68.70,519,1106.20,20140801
CGG_RS53-AU,822,2026.70,96,403.70,918,2430.40,20140801
CGG_RSX1-AU,411,629.95,22,88.05,433,718.00,20140801
CGG_RSX2-AU,680,1422.90,40,151.20,720,1574.10,20140801
CGG_RSX3-AU,491,1160.25,45,191.85,536,1352.10,20140801
CGG_RT12-AU,1120,3041.85,117,638.70,1237,3680.55,20140801
CGG_SS31-AU,635,1435.65,31,132.45,666,1568.10,20140801
CGG_SS32-AU,572,1146.05,26,106.25,598,1252.30,20140801
CGG_SW30-AU,304,1150.20,81,907.50,385,2057.70,20140801
CGG_SW31-AU,853,2519.80,116,474.35,969,2994.15,20140801
CGG_SW32-AU,278,1011.05,110,1161.85,388,2172.90,20140801
CGG_SW33-AU,594,1779.30,90,393.75,684,2173.05,20140801
CGG_SW34-AU,520,2085.95,178,2343.75,698,4429.70,20140801
CGG_SW35-AU,829,2543.35,119,473.65,948,3017.00,20140801
CGG_TM10-AU,1680,5063.35,389,1815.45,2069,6878.80,20140801
CGG_TMX3-AU,934,3272.55,384,2953.70,1318,6226.25,20140801
CGG_TMX4-AU,1448,5034.45,353,2402.40,1801,7436.85,20140801
CGG_TMX5-AU,1538,5037.65,563,4032.30,2101,9069.95,20140801
CGG_TMX6-AU,1556,5435.95,481,3490.45,2037,8926.40,20140801
CGG_TMX7-AU,1161,3510.30,386,1782.35,1547,5292.65,20140801
CGG_TMX8-AU,1935,5754.20,1137,5411.75,3072,11165.95,20140801
CGG_TMX9-AU,2044,5678.80,508,2272.95,2552,7951.75,20140801
CGG_TPX1-AU,1012,2074.40,152,571.20,1164,2645.60,20140801
CGG_US10-AU,1069,2081.15,76,221.20,1145,2302.35,20140801
CGG_WES1-AU,298,1390.05,79,584.35,377,1974.40,20140801
CGG_WES2-AU,520,2180.80,152,1042.50,672,3223.30,20140801
CGG_YA11-AU,740,1398.05,37,101.15,777,1499.20,20140801
CGG_YA13-AU,1755,3238.30,96,294.25,1851,3532.55,20140801
CGG_YA14-AU,1487,2645.75,78,232.40,1565,2878.15,20140801
CGG_YA18-AU,1044,2029.45,78,223.00,1122,2252.45,20140801
CGG_YA20-AU,1406,2920.85,120,394.85,1526,3315.70,20140801
CGG_YA21-AU,1023,1862.70,62,156.75,1085,2019.45,20140801
CGG_YA23-AU,895,1757.05,60,177.50,955,1934.55,20140801
CGG_YA31-AU,1522,3642.55,121,394.20,1643,4036.75,20140801
CGG_YA32-AU,1033,2329.00,64,214.35,1097,2543.35,20140801
CGG_YA34-AU,918,2404.00,76,377.50,994,2781.50,20140801
CGG_YA35-AU,937,2857.85,111,539.95,1048,3397.80,20140801
CGG_YA36-AU,676,1808.10,87,466.85,763,2274.95,20140801
CGG_YAX1-AU,566,1744.95,84,404.90,650,2149.85,20140801
CGG_YAX2-AU,535,1471.00,58,263.05,593,1734.05,20140801
CGG_YAX3-AU,158,461.15,28,151.85,186,613.00,20140801
CGG_YAX4-AU,265,731.80,32,152.50,297,884.30,20140801
CGG_YCX1-AU,282,763.70,59,290.00,341,1053.70,20140801
CGG_AP21-AU,508,1223.80,69,291.45,577,1515.25,20140701
CGG_BC21-AU,267,1134.45,195,2475.55,462,3610.00,20140701
CGG_BC41-AU,375,1556.80,203,1160.00,578,2716.80,20140701
CGG_BC42-AU,143,679.45,49,275.00,192,954.45,20140701
CGG_BC43-AU,245,1030.05,257,1494.50,502,2524.55,20140701
CGG_BR22-AU,561,1301.95,114,446.25,675,1748.20,20140701
CGG_BR23-AU,688,1991.40,190,1057.35,878,3048.75,20140701
CGG_BR26-AU,861,2051.30,132,520.30,993,2571.60,20140701
CGG_BR31-AU,869,2219.70,110,500.00,979,2719.70,20140701
CGG_BR32-AU,735,1544.82,19,54.30,754,1599.12,20140701
CGG_BR33-AU,452,1094.00,26,119.25,478,1213.25,20140701
CGG_BR34-AU,1462,2788.65,89,297.25,1551,3085.90,20140701
CGG_BR35-AU,601,1464.10,42,190.05,643,1654.15,20140701
CGG_BR41-AU,100,471.50,72,414.75,172,886.25,20140701
CGG_BR42-AU,581,1526.10,129,540.25,710,2066.35,20140701
CGG_BR43-AU,68,340.00,81,470.00,149,810.00,20140701
CGG_BR44-AU,339,898.30,21,98.75,360,997.05,20140701
CGG_BR45-AU,98,503.45,167,972.00,265,1475.45,20140701
CGG_BS11-AU,160,863.30,244,1440.60,404,2303.90,20140701
CGG_BS12-AU,314,901.90,60,325.50,374,1227.40,20140701
CGG_BS13-AU,152,830.35,96,554.50,248,1384.85,20140701
CGG_BS16-AU,107,456.70,118,681.00,225,1137.70,20140701
CGG_BS17-AU,607,1801.45,64,505.80,671,2307.25,20140701
CGG_BS18-AU,631,1589.90,109,572.00,740,2161.90,20140701
CGG_BS21-AU,1599,3488.40,110,402.70,1709,3891.10,20140701
CGG_BS22-AU,1054,1962.80,50,144.80,1104,2107.60,20140701
CGG_BS23-AU,1090,2362.65,78,269.70,1168,2632.35,20140701
CGG_BS24-AU,1172,2361.80,76,225.95,1248,2587.75,20140701
CGG_BS25-AU,1416,3247.65,116,398.65,1532,3646.30,20140701
CGG_BS26-AU,2040,4611.60,160,565.15,2200,5176.75,20140701
CGG_BS27-AU,2332,5979.05,216,781.30,2548,6760.35,20140701
CGG_BS29-AU,860,2461.50,75,297.45,935,2758.95,20140701
CGG_BS31-AU,819,2291.80,75,308.00,894,2599.80,20140701
CGG_BS32-AU,1188,3226.35,105,389.55,1293,3615.90,20140701
CGG_BS34-AU,211,563.85,11,36.25,222,600.10,20140701
CGG_BS35-AU,745,2033.25,62,249.25,807,2282.50,20140701
CGG_BS36-AU,1950,5547.55,134,541.95,2084,6089.50,20140701
CGG_BS37-AU,1872,5350.95,136,554.45,2008,5905.40,20140701
CGG_CCX1-AU,162,1138.95,280,4030.30,442,5169.25,20140701
CGG_CCX2-AU,291,1850.25,187,2715.70,478,4565.95,20140701
CGG_CCX3-AU,40,245.80,60,817.60,100,1063.40,20140701
CGG_CCX4-AU,52,261.90,34,457.50,86,719.40,20140701
CGG_CCX5-AU,211,1827.40,335,5340.40,546,7167.80,20140701
CGG_CCX6-AU,47,317.55,129,2023.70,176,2341.25,20140701
CGG_CL11-AU,888,2015.10,139,508.50,1027,2523.60,20140701
CGG_CLX2-AU,898,2053.45,118,433.10,1016,2486.55,20140701
CGG_CPX1-AU,1548,5180.85,237,1292.20,1785,6473.05,20140701
CGG_CPX2-AU,1084,3694.65,268,1627.45,1352,5322.10,20140701
CGG_CS21-AU,1050,3198.80,186,1031.20,1236,4230.00,20140701
CGG_CS22-AU,818,1812.35,121,440.40,939,2252.75,20140701
CGG_EB29-AU,342,1059.10,70,393.25,412,1452.35,20140701
CGG_EB31-AU,575,1603.90,82,406.25,657,2010.15,20140701
CGG_EB32-AU,751,1955.85,79,366.75,830,2322.60,20140701
CGG_EB33-AU,1414,3770.25,132,563.40,1546,4333.65,20140701
CGG_EB34-AU,1048,2407.10,92,342.95,1140,2750.05,20140701
CGG_EB35-AU,983,2846.50,108,471.10,1091,3317.60,20140701
CGG_EB36-AU,1172,3165.30,132,570.90,1304,3736.20,20140701
CGG_EB41-AU,576,1824.50,80,559.85,656,2384.35,20140701
CGG_EB42-AU,109,559.35,116,671.60,225,1230.95,20140701
CGG_EB44-AU,72,312.75,164,950.25,236,1263.00,20140701
CGG_EB46-AU,114,494.45,105,614.50,219,1108.95,20140701
CGG_FM21-AU,620,2562.70,243,2940.20,863,5502.90,20140701
CGG_FM22-AU,491,2053.50,284,3539.25,775,5592.75,20140701
CGG_FM23-AU,312,1666.45,272,3861.55,584,5528.00,20140701
CGG_FM24-AU,295,1534.05,257,3436.65,552,4970.70,20140701
CGG_FS21-AU,352,1289.85,121,1325.15,473,2615.00,20140701
CGG_FS22-AU,480,1679.85,119,670.50,599,2350.35,20140701
CGG_FS23-AU,147,659.75,133,1926.25,280,2586.00,20140701
CGG_FS24-AU,0,0.00,0,0.00,0,0.00,20140701
CGG_FS25-AU,372,1185.95,90,534.35,462,1720.30,20140701
CGG_FS26-AU,347,1194.70,108,670.95,455,1865.65,20140701
CGG_FS31-AU,1001,2091.10,69,258.10,1070,2349.20,20140701
CGG_FS32-AU,1153,2587.05,133,503.90,1286,3090.95,20140701
CGG_FS33-AU,2253,4439.80,121,399.85,2374,4839.65,20140701
CGG_GC13-AU,237,1022.75,155,891.00,392,1913.75,20140701
CGG_GH15-AU,234,676.35,75,336.25,309,1012.60,20140701
CGG_GH21-AU,534,991.45,36,124.85,570,1116.30,20140701
CGG_GH23-AU,1123,2000.15,85,271.05,1208,2271.20,20140701
CGG_GH24-AU,1705,3302.45,160,559.95,1865,3862.40,20140701
CGG_GH31-AU,1452,2600.00,125,419.95,1577,3019.95,20140701
CGG_GH32-AU,1264,2433.75,103,356.75,1367,2790.50,20140701
CGG_GH33-AU,759,1796.70,48,242.50,807,2039.20,20140701
CGG_GH34-AU,1055,2443.55,100,356.80,1155,2800.35,20140701
CGG_GH36-AU,1274,2898.50,75,258.35,1349,3156.85,20140701
CGG_GHX1-AU,1060,3580.90,297,1644.65,1357,5225.55,20140701
CGG_GHX3-AU,663,2014.75,196,1067.60,859,3082.35,20140701
CGG_GHX5-AU,651,2431.70,195,1166.45,846,3598.15,20140701
CGG_GM11-AU,183,664.85,80,364.60,263,1029.45,20140701
CGG_GM16-AU,170,525.70,24,97.75,194,623.45,20140701
CGG_HAY1-AU,458,3456.45,891,7752.20,1349,11208.65,20140701
CGG_HAY2-AU,543,3944.20,827,7193.70,1370,11137.90,20140701
CGG_HAY3-AU,856,4944.25,573,4898.40,1429,9842.65,20140701
CGG_JSX1-AU,1266,2746.60,119,429.05,1385,3175.65,20140701
CGG_JSX2-AU,1407,2889.50,96,322.15,1503,3211.65,20140701
CGG_LM11-AU,823,1652.10,63,239.00,886,1891.10,20140701
CGG_LM12-AU,819,1408.10,73,250.10,892,1658.20,20140701
CGG_LM13-AU,0,0.00,0,0.00,0,0.00,20140701
CGG_LM14-AU,500,853.10,31,127.35,531,980.45,20140701
CGG_LM15-AU,552,1183.90,27,104.70,579,1288.60,20140701
CGG_LM16-AU,897,1936.70,126,493.90,1023,2430.60,20140701
CGG_LM30-AU,1102,1796.25,64,201.20,1166,1997.45,20140701
CGG_LM32-AU,2017,3362.75,109,314.50,2126,3677.25,20140701
CGG_LM41-AU,1156,1925.40,47,123.55,1203,2048.95,20140701
CGG_LM42-AU,1110,1789.05,74,203.60,1184,1992.65,20140701
CGG_LM43-AU,1711,2204.75,45,103.75,1756,2308.50,20140701
CGG_LM44-AU,1763,2668.65,116,374.60,1879,3043.25,20140701
CGG_LMX2-AU,260,1095.25,176,2082.85,436,3178.10,20140701
CGG_LR11-AU,1025,2058.70,58,190.70,1083,2249.40,20140701
CGG_LR12-AU,1550,2947.55,91,285.50,1641,3233.05,20140701
CGG_LR13-AU,2642,5218.75,173,537.25,2815,5756.00,20140701
CGG_LR14-AU,1166,2271.40,50,159.00,1216,2430.40,20140701
CGG_LR15-AU,231,1066.20,58,305.00,289,1371.20,20140701
CGG_LR16-AU,1152,2540.70,151,525.30,1303,3066.00,20140701
CGG_LR31-AU,394,1182.20,71,386.25,465,1568.45,20140701
CGG_LR33-AU,541,1664.15,120,701.60,661,2365.75,20140701
CGG_LR43-AU,942,2492.20,82,359.15,1024,2851.35,20140701
CGG_LR47-AU,1299,3884.25,135,643.95,1434,4528.20,20140701
CGG_MB11-AU,891,1841.20,35,97.95,926,1939.15,20140701
CGG_MB12-AU,1341,2766.20,98,298.15,1439,3064.35,20140701
CGG_MB13-AU,791,1669.25,33,107.55,824,1776.80,20140701
CGG_MB14-AU,872,1693.45,44,149.80,916,1843.25,20140701
CGG_MB15-AU,598,1013.70,39,122.25,637,1135.95,20140701
CGG_MB16-AU,858,1515.90,60,187.15,918,1703.05,20140701
CGG_MB17-AU,1233,2206.25,85,294.80,1318,2501.05,20140701
CGG_MB23-AU,1581,2581.90,74,188.35,1655,2770.25,20140701
CGG_MB31-AU,2319,3586.25,90,260.25,2409,3846.50,20140701
CGG_MB32-AU,1908,2599.75,81,208.75,1989,2808.50,20140701
CGG_MB33-AU,1772,2945.50,82,260.15,1854,3205.65,20140701
CGG_MB34-AU,1576,2251.20,49,134.45,1625,2385.65,20140701
CGG_MB35-AU,1238,2712.90,113,434.70,1351,3147.60,20140701
CGG_MB36-AU,2220,3495.50,120,356.90,2340,3852.40,20140701
CGG_MB37-AU,1144,2063.90,113,399.00,1257,2462.90,20140701
CGG_MB38-AU,1971,3142.05,68,215.20,2039,3357.25,20140701
CGG_MB41-AU,1612,2789.25,82,220.70,1694,3009.95,20140701
CGG_MB42-AU,1053,2299.00,64,226.35,1117,2525.35,20140701
CGG_MB44-AU,1094,2004.95,66,216.70,1160,2221.65,20140701
CGG_MBX1-AU,1211,3082.95,132,498.90,1343,3581.85,20140701
CGG_MBX2-AU,1113,2757.30,138,514.40,1251,3271.70,20140701
CGG_MBX4-AU,912,2105.90,88,333.20,1000,2439.10,20140701
CGG_MC21-AU,1540,3942.20,142,871.05,1682,4813.25,20140701
CGG_MC22-AU,1539,3820.50,145,933.00,1684,4753.50,20140701
CGG_MC23-AU,1207,2903.10,84,487.20,1291,3390.30,20140701
CGG_MK31-AU,264,1016.60,51,296.60,315,1313.20,20140701
CGG_MK34-AU,249,777.90,39,202.35,288,980.25,20140701
CGG_MK35-AU,157,401.65,28,153.50,185,555.15,20140701
CGG_MM41-AU,2067,3494.35,76,211.95,2143,3706.30,20140701
CGG_MS10-AU,667,1112.95,46,131.05,713,1244.00,20140701
CGG_MS11-AU,1121,2046.80,80,263.95,1201,2310.75,20140701
CGG_MS12-AU,1843,2968.35,110,346.25,1953,3314.60,20140701
CGG_MS21-AU,1730,3039.25,105,376.30,1835,3415.55,20140701
CGG_MS30-AU,716,1213.80,43,129.05,759,1342.85,20140701
CGG_MS31-AU,2216,4061.15,196,659.40,2412,4720.55,20140701
CGG_MS32-AU,1580,2694.70,109,303.30,1689,2998.00,20140701
CGG_MS41-AU,1030,1849.45,63,157.70,1093,2007.15,20140701
CGG_MS42-AU,2005,2615.35,113,220.10,2118,2835.45,20140701
CGG_MS43-AU,1907,3129.20,117,345.20,2024,3474.40,20140701
CGG_MS44-AU,1661,2345.10,70,173.40,1731,2518.50,20140701
CGG_MS46-AU,1445,2023.25,55,152.85,1500,2176.10,20140701
CGG_MY21-AU,1096,2217.10,7,20.35,1103,2237.45,20140701
CGG_MY22-AU,1072,2541.25,76,245.10,1148,2786.35,20140701
CGG_MY23-AU,814,1743.05,59,195.30,873,1938.35,20140701
CGG_MY25-AU,1305,2733.55,83,263.15,1388,2996.70,20140701
CGG_MY31-AU,690,1517.85,63,233.25,753,1751.10,20140701
CGG_MY32-AU,859,2030.20,82,289.45,941,2319.65,20140701
CGG_MY33-AU,373,1034.85,58,246.75,431,1281.60,20140701
CGG_MY34-AU,425,1273.85,33,140.50,458,1414.35,20140701
CGG_MY35-AU,374,1056.35,43,173.50,417,1229.85,20140701
CGG_MY41-AU,1784,3815.55,119,390.25,1903,4205.80,20140701
CGG_MY42-AU,2658,4930.90,137,402.60,2795,5333.50,20140701
CGG_MY43-AU,948,2705.60,70,263.70,1018,2969.30,20140701
CGG_MY44-AU,528,1643.20,27,97.20,555,1740.40,20140701
CGG_MY45-AU,1083,3176.70,108,431.00,1191,3607.70,20140701
CGG_MY46-AU,1783,5331.85,149,610.45,1932,5942.30,20140701
CGG_MY47-AU,1356,3967.80,98,366.35,1454,4334.15,20140701
CGG_MY51-AU,1083,3734.50,136,756.00,1219,4490.50,20140701
CGG_MY52-AU,1062,3975.90,206,1465.60,1268,5441.50,20140701
CGG_MY53-AU,778,2601.45,87,477.00,865,3078.45,20140701
CGG_MY54-AU,996,3872.50,222,1595.45,1218,5467.95,20140701
CGG_MY55-AU,1128,3930.70,176,970.60,1304,4901.30,20140701
CGG_MY56-AU,1207,5023.40,247,1763.95,1454,6787.35,20140701
CGG_MY57-AU,1186,4270.95,146,769.95,1332,5040.90,20140701
CGG_PNR1-AU,853,2574.30,233,699.00,1086,3273.30,20140701
CGG_PNR2-AU,111,336.00,12,36.00,123,372.00,20140701
CGG_RBX4-AU,154,433.20,16,59.25,170,492.45,20140701
CGG_RBX5-AU,200,885.15,88,425.00,288,1310.15,20140701
CGG_RBX6-AU,375,1775.10,317,1543.00,692,3318.10,20140701
CGG_RBX7-AU,234,1040.55,276,1337.75,510,2378.30,20140701
CGG_RS11-AU,737,1154.50,38,137.00,775,1291.50,20140701
CGG_RS13-AU,529,806.45,43,156.10,572,962.55,20140701
CGG_RS14-AU,1600,1815.25,54,149.25,1654,1964.50,20140701
CGG_RS15-AU,662,1279.85,110,410.10,772,1689.95,20140701
CGG_RS16-AU,1546,2255.75,67,201.90,1613,2457.65,20140701
CGG_RS20-AU,1380,2052.90,77,225.20,1457,2278.10,20140701
CGG_RS21-AU,1564,2482.20,80,218.05,1644,2700.25,20140701
CGG_RS22-AU,2454,3671.60,114,323.85,2568,3995.45,20140701
CGG_RS23-AU,1705,2746.55,85,258.00,1790,3004.55,20140701
CGG_RS30-AU,1460,2548.00,98,296.20,1558,2844.20,20140701
CGG_RS31-AU,1752,3196.50,71,262.95,1823,3459.45,20140701
CGG_RS32-AU,1308,2563.60,88,297.60,1396,2861.20,20140701
CGG_RS33-AU,1110,2202.95,78,257.10,1188,2460.05,20140701
CGG_RS41-AU,1347,2695.85,132,425.50,1479,3121.35,20140701
CGG_RS42-AU,1494,3275.50,105,361.30,1599,3636.80,20140701
CGG_RS43-AU,765,1490.90,81,238.50,846,1729.40,20140701
CGG_RS44-AU,563,1254.35,66,233.70,629,1488.05,20140701
CGG_RS45-AU,1540,3032.60,136,440.30,1676,3472.90,20140701
CGG_RS46-AU,923,2168.15,80,322.50,1003,2490.65,20140701
CGG_RS50-AU,466,913.25,27,60.45,493,973.70,20140701
CGG_RS53-AU,928,2282.05,90,328.20,1018,2610.25,20140701
CGG_RSX1-AU,452,611.20,15,49.55,467,660.75,20140701
CGG_RSX2-AU,688,1287.75,42,160.55,730,1448.30,20140701
CGG_RSX3-AU,507,1094.45,58,251.10,565,1345.55,20140701
CGG_RT12-AU,613,1550.30,81,437.45,694,1987.75,20140701
CGG_SS31-AU,771,1614.40,42,218.35,813,1832.75,20140701
CGG_SS32-AU,515,986.20,33,130.35,548,1116.55,20140701
CGG_SW30-AU,368,1349.00,79,655.35,447,2004.35,20140701
CGG_SW31-AU,948,2561.95,106,442.20,1054,3004.15,20140701
CGG_SW32-AU,321,1206.65,93,948.00,414,2154.65,20140701
CGG_SW33-AU,625,1790.00,66,279.75,691,2069.75,20140701
CGG_SW34-AU,568,2303.25,205,2499.35,773,4802.60,20140701
CGG_SW35-AU,935,2635.20,103,437.50,1038,3072.70,20140701
CGG_TM10-AU,1764,5069.30,459,2078.65,2223,7147.95,20140701
CGG_TMX3-AU,1200,4281.90,324,2358.65,1524,6640.55,20140701
CGG_TMX4-AU,1713,5665.40,394,2703.50,2107,8368.90,20140701
CGG_TMX5-AU,1670,5425.90,537,3886.95,2207,9312.85,20140701
CGG_TMX6-AU,1740,5993.50,620,4525.80,2360,10519.30,20140701
CGG_TMX7-AU,1513,4294.35,386,1728.80,1899,6023.15,20140701
CGG_TMX8-AU,2097,6009.75,1140,5265.90,3237,11275.65,20140701
CGG_TMX9-AU,2341,6442.80,462,2033.45,2803,8476.25,20140701
CGG_TPX1-AU,1106,2240.75,151,506.30,1257,2747.05,20140701
CGG_US10-AU,1130,2291.50,71,216.55,1201,2508.05,20140701
CGG_WES1-AU,470,2146.50,163,1195.70,633,3342.20,20140701
CGG_WES2-AU,717,3256.15,179,1238.75,896,4494.90,20140701
CGG_YA11-AU,850,1632.20,41,112.40,891,1744.60,20140701
CGG_YA13-AU,2109,3860.75,129,383.70,2238,4244.45,20140701
CGG_YA14-AU,1257,2242.85,83,222.30,1340,2465.15,20140701
CGG_YA18-AU,1209,2377.70,84,265.35,1293,2643.05,20140701
CGG_YA20-AU,1594,3241.75,137,457.10,1731,3698.85,20140701
CGG_YA21-AU,1017,1798.95,58,160.20,1075,1959.15,20140701
CGG_YA23-AU,971,1926.85,63,196.45,1034,2123.30,20140701
CGG_YA31-AU,1630,3842.75,148,519.45,1778,4362.20,20140701
CGG_YA32-AU,1148,2610.30,78,295.35,1226,2905.65,20140701
CGG_YA34-AU,996,2531.35,114,581.35,1110,3112.70,20140701
CGG_YA35-AU,1066,3141.65,119,607.60,1185,3749.25,20140701
CGG_YA36-AU,739,2073.85,78,431.20,817,2505.05,20140701
CGG_YAX1-AU,605,1764.65,109,524.35,714,2289.00,20140701
CGG_YAX2-AU,560,1508.10,50,199.35,610,1707.45,20140701
CGG_YAX3-AU,231,739.10,27,135.00,258,874.10,20140701
CGG_YAX4-AU,336,908.30,23,118.25,359,1026.55,20140701
CGG_YCX1-AU,301,699.05,39,235.25,340,934.30,20140701
CGG_AP21-AU,457,958.70,70,241.60,527,1200.30,20140601
CGG_BC21-AU,204,765.35,140,1608.60,344,2373.95,20140601
CGG_BC41-AU,289,978.05,140,683.00,429,1661.05,20140601
CGG_BC42-AU,87,304.35,41,194.60,128,498.95,20140601
CGG_BC43-AU,167,600.35,261,1290.00,428,1890.35,20140601
CGG_BR22-AU,473,913.45,78,257.60,551,1171.05,20140601
CGG_BR23-AU,609,1592.05,163,755.40,772,2347.45,20140601
CGG_BR26-AU,671,1344.05,112,348.80,783,1692.85,20140601
CGG_BR31-AU,602,1372.00,73,300.20,675,1672.20,20140601
CGG_BR32-AU,645,1171.60,16,38.60,661,1210.20,20140601
CGG_BR33-AU,283,625.55,26,122.00,309,747.55,20140601
CGG_BR34-AU,1235,2149.55,71,154.20,1306,2303.75,20140601
CGG_BR35-AU,754,1647.80,59,242.40,813,1890.20,20140601
CGG_BR41-AU,114,450.25,98,478.00,212,928.25,20140601
CGG_BR42-AU,458,1078.80,106,382.80,564,1461.60,20140601
CGG_BR43-AU,81,355.50,106,524.60,187,880.10,20140601
CGG_BR44-AU,243,527.95,7,24.00,250,551.95,20140601
CGG_BR45-AU,76,347.65,90,446.00,166,793.65,20140601
CGG_BS11-AU,142,693.85,145,725.00,287,1418.85,20140601
CGG_BS12-AU,255,660.25,46,218.00,301,878.25,20140601
CGG_BS13-AU,117,555.10,111,554.00,228,1109.10,20140601
CGG_BS16-AU,113,484.70,99,495.00,212,979.70,20140601
CGG_BS17-AU,404,1069.40,60,439.00,464,1508.40,20140601
CGG_BS18-AU,386,928.05,78,339.00,464,1267.05,20140601
CGG_BS21-AU,1248,2412.35,58,165.20,1306,2577.55,20140601
CGG_BS22-AU,826,1409.00,46,117.20,872,1526.20,20140601
CGG_BS23-AU,918,1800.90,69,218.60,987,2019.50,20140601
CGG_BS24-AU,991,1806.70,52,143.60,1043,1950.30,20140601
CGG_BS25-AU,1362,2800.20,84,260.20,1446,3060.40,20140601
CGG_BS26-AU,1730,3575.35,88,229.20,1818,3804.55,20140601
CGG_BS27-AU,1859,4305.45,111,309.40,1970,4614.85,20140601
CGG_BS29-AU,755,1827.70,54,176.00,809,2003.70,20140601
CGG_BS31-AU,674,1651.15,50,156.60,724,1807.75,20140601
CGG_BS32-AU,951,2328.90,61,200.00,1012,2528.90,20140601
CGG_BS34-AU,146,375.25,2,4.00,148,379.25,20140601
CGG_BS35-AU,629,1515.25,35,109.20,664,1624.45,20140601
CGG_BS36-AU,1632,4088.10,129,414.20,1761,4502.30,20140601
CGG_BS37-AU,1530,3736.45,109,372.00,1639,4108.45,20140601
CGG_CCX1-AU,132,886.55,217,2866.60,349,3753.15,20140601
CGG_CCX2-AU,283,1971.00,199,2284.40,482,4255.40,20140601
CGG_CCX3-AU,66,346.60,50,547.80,116,894.40,20140601
CGG_CCX4-AU,65,338.85,46,411.60,111,750.45,20140601
CGG_CCX5-AU,179,1411.95,221,2815.80,400,4227.75,20140601
CGG_CCX6-AU,52,326.65,97,1250.40,149,1577.05,20140601
CGG_CL11-AU,729,1471.40,79,232.80,808,1704.20,20140601
CGG_CLX2-AU,598,1154.45,45,126.20,643,1280.65,20140601
CGG_CPX1-AU,1043,2775.00,171,688.40,1214,3463.40,20140601
CGG_CPX2-AU,583,1516.90,85,352.40,668,1869.30,20140601
CGG_CS21-AU,861,2363.95,154,745.00,1015,3108.95,20140601
CGG_CS22-AU,723,1441.50,104,313.80,827,1755.30,20140601
CGG_EB29-AU,286,719.35,31,126.60,317,845.95,20140601
CGG_EB31-AU,492,1213.45,36,118.20,528,1331.65,20140601
CGG_EB32-AU,581,1308.60,63,230.20,644,1538.80,20140601
CGG_EB33-AU,1103,2520.05,96,339.00,1199,2859.05,20140601
CGG_EB34-AU,810,1607.15,71,227.60,881,1834.75,20140601
CGG_EB35-AU,698,1796.20,88,353.80,786,2150.00,20140601
CGG_EB36-AU,875,2169.15,84,332.00,959,2501.15,20140601
CGG_EB41-AU,429,1239.75,46,292.00,475,1531.75,20140601
CGG_EB42-AU,111,438.15,93,458.60,204,896.75,20140601
CGG_EB44-AU,64,265.40,134,667.00,198,932.40,20140601
CGG_EB46-AU,60,227.60,93,465.00,153,692.60,20140601
CGG_FM21-AU,477,1982.50,240,2342.00,717,4324.50,20140601
CGG_FM22-AU,442,1929.50,248,2393.90,690,4323.40,20140601
CGG_FM23-AU,326,1449.80,246,2765.45,572,4215.25,20140601
CGG_FM24-AU,263,1144.40,153,1701.10,416,2845.50,20140601
CGG_FS21-AU,192,760.15,97,1102.60,289,1862.75,20140601
CGG_FS22-AU,478,1396.40,132,625.20,610,2021.60,20140601
CGG_FS23-AU,155,639.30,99,1158.05,254,1797.35,20140601
CGG_FS24-AU,0,0.00,0,0.00,0,0.00,20140601
CGG_FS25-AU,277,753.75,117,599.60,394,1353.35,20140601
CGG_FS26-AU,329,1018.13,96,462.00,425,1480.13,20140601
CGG_FS31-AU,652,1244.70,63,195.80,715,1440.50,20140601
CGG_FS32-AU,893,1874.75,135,459.60,1028,2334.35,20140601
CGG_FS33-AU,1287,2217.40,71,185.60,1358,2403.00,20140601
CGG_GC13-AU,224,850.65,109,516.00,333,1366.65,20140601
CGG_GH15-AU,187,484.35,55,197.00,242,681.35,20140601
CGG_GH21-AU,455,711.70,29,83.00,484,794.70,20140601
CGG_GH23-AU,933,1496.85,76,199.20,1009,1696.05,20140601
CGG_GH24-AU,1284,2230.95,111,337.80,1395,2568.75,20140601
CGG_GH31-AU,1067,1740.95,77,218.80,1144,1959.75,20140601
